model,tier,run_number,start_datetime,end_datetime,samples_processed,failed_calls,total_batch_time_seconds,total_api_time_seconds,avg_api_call_seconds,total_input_tokens,total_output_tokens,total_tokens,throughput_tokens_per_second,source_file
open-mistral-7b,paid,59,2025-11-21 13:44:00,2025-11-21 13:54:55,99,1,660,655,6.62,8794,101927,110721,155.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,60,2025-11-21 14:25:00,2025-11-21 14:35:45,100,0,645,645,6.45,8923,100438,109361,155.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,61,2025-11-21 15:05:45,2025-11-21 15:15:51,100,0,606,606,6.06,8923,94251,103174,155.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,62,2025-11-21 15:45:52,2025-11-21 15:56:34,100,0,642,642,6.43,8923,101295,110218,157.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,63,2025-11-21 16:26:34,2025-11-21 16:36:52,100,0,618,618,6.19,8923,96184,105107,155.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,64,2025-11-21 17:06:53,2025-11-21 17:18:50,100,0,717,717,7.18,8923,111465,120388,155.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,65,2025-11-21 17:48:51,2025-11-21 17:59:43,100,0,652,652,6.53,8923,101122,110045,154.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,66,2025-11-21 18:29:44,2025-11-21 18:41:27,100,0,703,703,7.04,8923,107554,116477,152.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,67,2025-11-21 19:11:28,2025-11-21 19:22:26,100,0,658,658,6.59,8923,100955,109878,153.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,68,2025-11-21 19:52:26,2025-11-21 20:03:10,100,0,644,644,6.45,8923,100815,109738,156.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,69,2025-11-21 20:33:11,2025-11-21 20:44:00,100,0,649,649,6.49,8923,103264,112187,159.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,70,2025-11-21 21:14:01,2025-11-21 21:25:18,100,0,677,677,6.77,8923,108112,117035,159.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,71,2025-11-21 21:55:18,2025-11-21 22:06:11,100,0,653,653,6.53,8923,102010,110933,156.2,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,72,2025-11-21 22:36:11,2025-11-21 22:47:20,100,0,669,669,6.70,8923,106347,115270,158.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,73,2025-11-21 23:17:21,2025-11-21 23:27:14,100,0,593,593,5.93,8923,94175,103098,158.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,74,2025-11-21 23:57:15,2025-11-22 00:07:48,100,0,633,633,6.34,8923,99778,108701,157.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,75,2025-11-22 00:37:49,2025-11-22 00:48:06,100,0,617,617,6.18,8923,97382,106305,157.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,76,2025-11-22 01:18:06,2025-11-22 01:28:58,100,0,652,652,6.52,8923,101787,110710,156.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,77,2025-11-22 01:58:58,2025-11-22 02:09:20,100,0,622,622,6.22,8923,99390,108313,159.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,78,2025-11-22 02:39:21,2025-11-22 02:49:52,100,0,631,631,6.31,8923,100354,109277,158.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,79,2025-11-22 03:19:52,2025-11-22 03:31:08,100,0,676,676,6.76,8923,108266,117189,160.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,80,2025-11-22 04:01:09,2025-11-22 04:12:41,100,0,692,692,6.93,8923,110924,119847,160.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,81,2025-11-22 04:42:42,2025-11-22 04:52:42,100,0,600,600,6.01,8923,94657,103580,157.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,82,2025-11-22 05:22:42,2025-11-22 05:32:32,100,0,590,590,5.90,8923,94001,102924,159.2,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,83,2025-11-22 06:02:33,2025-11-22 06:14:12,100,0,699,699,6.99,8923,112803,121726,161.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,84,2025-11-22 06:44:12,2025-11-22 06:53:54,100,0,582,582,5.83,8923,93954,102877,161.2,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,85,2025-11-22 07:23:55,2025-11-22 07:33:24,100,0,569,569,5.70,8923,92252,101175,162.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,86,2025-11-22 08:03:25,2025-11-22 08:14:51,100,0,686,686,6.87,8923,109140,118063,158.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,87,2025-11-22 08:44:52,2025-11-22 08:54:44,100,0,592,592,5.93,8923,92797,101720,156.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,88,2025-11-22 09:24:44,2025-11-22 09:35:41,100,0,657,657,6.58,8923,103335,112258,157.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,89,2025-11-22 10:05:42,2025-11-22 10:15:50,100,0,608,608,6.09,8923,95470,104393,156.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,90,2025-11-22 10:45:51,2025-11-22 10:57:12,100,0,681,681,6.81,8923,106329,115252,156.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,91,2025-11-22 11:27:12,2025-11-22 11:38:14,100,0,662,662,6.63,8923,101650,110573,153.3,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,92,2025-11-22 12:08:15,2025-11-22 12:18:42,100,0,627,627,6.28,8923,97856,106779,155.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,93,2025-11-22 12:48:43,2025-11-22 12:59:44,100,0,661,661,6.62,8923,92583,101506,139.9,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,94,2025-11-22 13:29:45,2025-11-22 13:40:21,100,0,636,636,6.37,8923,95149,104072,149.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,95,2025-11-22 14:10:22,2025-11-22 14:22:01,100,0,699,699,6.99,8923,107499,116422,153.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,96,2025-11-22 14:52:01,2025-11-22 15:02:38,100,0,637,637,6.37,8923,93367,102290,146.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,97,2025-11-22 15:32:38,2025-11-22 15:42:45,100,0,607,607,6.07,8923,93539,102462,154.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,98,2025-11-22 16:12:46,2025-11-22 16:23:05,100,0,619,619,6.20,8923,96548,105471,155.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,99,2025-11-22 16:53:06,2025-11-22 17:04:18,100,0,672,672,6.72,8923,100882,109805,150.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,100,2025-11-22 17:34:18,2025-11-22 17:46:35,100,0,737,737,7.37,8923,111197,120120,150.8,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,101,2025-11-22 18:16:36,2025-11-22 18:27:45,100,0,669,669,6.70,8923,102775,111698,153.5,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,102,2025-11-22 18:57:45,2025-11-22 19:07:59,99,1,615,614,6.20,8768,93391,102159,152.1,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,103,2025-11-22 19:38:00,2025-11-22 19:48:29,100,0,629,629,6.29,8923,97802,106725,155.4,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,104,2025-11-22 20:18:30,2025-11-22 20:30:17,100,0,707,707,7.07,8923,110030,118953,155.6,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,105,2025-11-22 21:00:17,2025-11-22 21:11:14,100,0,657,657,6.58,8923,102364,111287,155.7,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,106,2025-11-22 21:41:15,2025-11-22 21:51:34,100,0,619,619,6.20,8923,93591,102514,151.0,open-mistral-7b_scheduled_paid3_2318101.out
open-mistral-7b,paid,1,2025-11-10 10:48:49,2025-11-10 11:00:29,99,1,708,700,7.08,8792,100695,109487,143.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,2,2025-11-10 11:30:38,2025-11-10 11:42:23,100,0,705,705,7.06,8923,98814,107737,140.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,3,2025-11-10 12:12:24,2025-11-10 12:23:13,100,0,649,649,6.50,8923,94107,103030,144.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,4,2025-11-10 12:53:14,2025-11-10 13:04:08,100,0,654,654,6.54,8923,94822,103745,144.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,5,2025-11-10 13:34:08,2025-11-10 13:44:52,100,0,644,644,6.44,8923,95651,104574,148.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,6,2025-11-10 14:14:53,2025-11-10 14:27:30,100,0,757,757,7.57,8923,110494,119417,145.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,7,2025-11-10 14:57:30,2025-11-10 15:09:27,100,0,717,717,7.18,8923,103533,112456,144.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,8,2025-11-10 15:39:28,2025-11-10 15:50:48,100,0,680,680,6.80,8923,98401,107324,144.6,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,9,2025-11-10 16:20:49,2025-11-10 16:31:08,100,0,619,619,6.19,8923,92727,101650,149.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,10,2025-11-10 17:01:08,2025-11-10 17:12:25,100,0,677,677,6.77,8923,93133,102056,137.5,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,11,2025-11-10 17:42:25,2025-11-10 17:54:15,100,0,710,710,7.10,8923,100322,109245,141.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,12,2025-11-10 18:24:16,2025-11-10 18:35:17,100,0,661,661,6.62,8923,96023,104946,145.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,13,2025-11-10 19:05:18,2025-11-10 19:17:31,100,0,733,733,7.34,8923,105096,114019,143.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,14,2025-11-10 19:47:32,2025-11-10 19:58:08,100,0,636,636,6.37,8923,92406,101329,145.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,15,2025-11-10 20:28:08,2025-11-10 20:38:58,100,0,650,650,6.50,8923,95348,104271,146.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,16,2025-11-10 21:08:59,2025-11-10 21:19:44,100,0,645,645,6.46,8923,95385,104308,147.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,17,2025-11-10 21:49:45,2025-11-10 22:00:24,100,0,639,639,6.39,8923,95098,104021,148.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,18,2025-11-10 22:30:24,2025-11-10 22:40:56,100,0,632,632,6.33,8923,95430,104353,150.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,19,2025-11-10 23:10:57,2025-11-10 23:22:14,100,0,677,677,6.77,8923,100307,109230,148.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,20,2025-11-10 23:52:14,2025-11-11 00:03:04,100,0,650,650,6.51,8923,94232,103155,144.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,21,2025-11-11 00:33:05,2025-11-11 00:43:57,100,0,652,652,6.52,8923,95779,104702,146.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,22,2025-11-11 01:13:57,2025-11-11 01:24:42,100,0,645,645,6.45,8923,94605,103528,146.6,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,23,2025-11-11 01:54:43,2025-11-11 02:05:05,99,1,1596,622,6.28,8792,94192,102984,151.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,24,2025-11-11 02:51:19,2025-11-11 03:02:42,100,0,683,683,6.83,8923,100629,109552,147.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,25,2025-11-11 03:32:42,2025-11-11 03:44:14,100,0,692,692,6.92,8923,102265,111188,147.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,26,2025-11-11 04:14:15,2025-11-11 04:25:16,100,0,661,661,6.61,8923,97551,106474,147.5,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,27,2025-11-11 04:55:16,2025-11-11 05:07:15,100,0,719,719,7.20,8923,105990,114913,147.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,28,2025-11-11 05:37:16,2025-11-11 05:47:38,100,0,622,622,6.23,8923,95455,104378,153.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,29,2025-11-11 06:17:39,2025-11-11 06:28:04,100,0,625,625,6.26,8923,94379,103302,150.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,30,2025-11-11 06:58:05,2025-11-11 07:08:09,100,0,604,604,6.05,8923,89840,98763,148.6,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,31,2025-11-11 07:38:09,2025-11-11 07:48:50,100,0,641,641,6.41,8923,93897,102820,146.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,32,2025-11-11 08:18:51,2025-11-11 08:29:00,100,0,609,609,6.10,8923,92125,101048,151.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,33,2025-11-11 08:59:01,2025-11-11 09:09:34,100,0,633,633,6.34,8923,95027,103950,149.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,34,2025-11-11 09:39:35,2025-11-11 09:50:31,100,0,656,656,6.57,8923,98065,106988,149.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,35,2025-11-11 10:20:32,2025-11-11 10:32:01,100,0,689,689,6.90,8923,103694,112617,150.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,36,2025-11-11 11:02:02,2025-11-11 11:13:11,100,0,669,669,6.69,8923,98737,107660,147.6,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,37,2025-11-11 11:43:11,2025-11-11 11:55:14,100,0,723,723,7.23,8923,108182,117105,149.6,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,38,2025-11-11 12:25:14,2025-11-11 12:35:37,100,0,623,623,6.24,8923,92013,100936,147.5,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,39,2025-11-11 13:05:38,2025-11-11 13:17:12,100,0,694,694,6.95,8923,101997,110920,146.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,40,2025-11-11 13:47:12,2025-11-11 13:58:54,100,0,702,702,7.03,8923,106177,115100,151.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,41,2025-11-11 14:28:55,2025-11-11 14:40:15,100,0,680,680,6.81,8923,100507,109430,147.6,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,42,2025-11-11 15:10:16,2025-11-11 15:21:54,100,0,698,698,6.98,8923,102707,111630,147.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,43,2025-11-11 15:51:55,2025-11-11 16:02:34,100,0,639,639,6.40,8923,94451,103374,147.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,44,2025-11-11 16:32:34,2025-11-11 16:43:24,100,0,650,650,6.51,8923,98104,107027,150.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,45,2025-11-11 17:13:25,2025-11-11 17:24:51,100,0,686,686,6.86,8923,101589,110512,148.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,46,2025-11-11 17:54:52,2025-11-11 18:05:51,100,0,659,659,6.60,8923,96860,105783,146.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,47,2025-11-11 18:35:52,2025-11-11 18:46:14,100,0,622,622,6.23,8923,92922,101845,149.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,48,2025-11-11 19:16:14,2025-11-11 19:26:17,100,0,603,603,6.03,8923,90800,99723,150.5,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,49,2025-11-11 19:56:18,2025-11-11 20:06:39,100,0,621,621,6.22,8923,93382,102305,150.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,50,2025-11-11 20:36:40,2025-11-11 20:47:56,100,0,676,676,6.76,8923,99640,108563,147.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,51,2025-11-11 21:17:56,2025-11-11 21:30:41,100,0,765,765,7.66,8923,115474,124397,150.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,52,2025-11-11 22:00:42,2025-11-11 22:10:40,100,0,598,598,5.98,8923,90488,99411,151.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,53,2025-11-11 22:40:40,2025-11-11 22:51:44,100,0,664,664,6.64,8923,100964,109887,152.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,54,2025-11-11 23:21:44,2025-11-11 23:33:05,100,0,681,681,6.81,8923,101008,109931,148.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,55,2025-11-12 00:03:06,2025-11-12 00:13:40,100,0,634,634,6.34,8923,92839,101762,146.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,56,2025-11-12 00:43:40,2025-11-12 00:54:08,100,0,628,628,6.29,8923,94164,103087,149.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,57,2025-11-12 01:24:09,2025-11-12 01:35:03,100,0,654,654,6.55,8923,97548,106471,149.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,58,2025-11-12 02:05:03,2025-11-12 02:15:29,100,0,626,626,6.27,8923,94046,102969,150.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,59,2025-11-12 02:45:30,2025-11-12 02:56:43,100,0,673,673,6.73,8923,99031,107954,147.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,60,2025-11-12 03:26:43,2025-11-12 03:38:14,100,0,691,691,6.91,8923,103618,112541,149.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,61,2025-11-12 04:08:15,2025-11-12 04:19:45,100,0,690,690,6.90,8923,103005,111928,149.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,62,2025-11-12 04:49:45,2025-11-12 05:00:42,100,0,657,657,6.58,8923,94963,103886,144.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,63,2025-11-12 05:30:43,2025-11-12 05:41:46,100,0,663,663,6.64,8923,99692,108615,150.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,64,2025-11-12 06:11:47,2025-11-12 06:22:59,100,0,672,672,6.73,8923,99524,108447,147.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,65,2025-11-12 06:53:00,2025-11-12 07:05:10,100,0,730,730,7.30,8923,111682,120605,153.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,66,2025-11-12 07:35:10,2025-11-12 07:46:43,100,0,693,693,6.94,8923,102077,111000,147.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,67,2025-11-12 08:16:44,2025-11-12 08:27:48,100,0,664,664,6.64,8923,99585,108508,150.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,68,2025-11-12 08:57:48,2025-11-12 09:09:32,100,0,704,704,7.04,8923,102742,111665,145.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,69,2025-11-12 09:39:32,2025-11-12 09:50:51,100,0,679,679,6.79,8923,102140,111063,150.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,70,2025-11-12 10:20:51,2025-11-12 10:31:41,100,0,650,650,6.50,8923,96019,104942,147.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,71,2025-11-12 11:01:41,2025-11-12 11:12:23,100,0,642,642,6.42,8923,93765,102688,146.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,72,2025-11-12 11:42:23,2025-11-12 11:54:01,100,0,698,698,6.98,8923,97185,106108,139.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,73,2025-11-12 12:24:02,2025-11-12 12:36:41,100,0,759,759,7.60,8923,108489,117412,142.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,74,2025-11-12 13:06:41,2025-11-12 13:17:24,100,0,643,643,6.44,8923,93612,102535,145.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,75,2025-11-12 13:47:25,2025-11-12 13:58:18,100,0,653,653,6.54,8923,94070,102993,143.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,76,2025-11-12 14:28:19,2025-11-12 14:39:14,100,0,655,655,6.56,8923,94319,103242,143.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,77,2025-11-12 15:09:15,2025-11-12 15:22:30,100,0,795,795,7.95,8923,115257,124180,144.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,78,2025-11-12 15:52:30,2025-11-12 16:03:55,100,0,685,685,6.86,8923,99094,108017,144.5,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,79,2025-11-12 16:33:56,2025-11-12 16:45:11,100,0,675,675,6.76,8923,100034,108957,148.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,80,2025-11-12 17:15:12,2025-11-12 17:26:48,100,0,696,696,6.96,8923,101153,110076,145.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,81,2025-11-12 17:56:48,2025-11-12 18:07:13,100,0,625,625,6.25,8923,91564,100487,146.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,82,2025-11-12 18:37:14,2025-11-12 18:48:41,100,0,687,687,6.87,8923,100748,109671,146.6,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,83,2025-11-12 19:18:41,2025-11-12 19:30:04,100,0,683,683,6.83,8923,101972,110895,149.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,84,2025-11-12 20:00:04,2025-11-12 20:11:15,100,0,671,671,6.72,8923,99031,107954,147.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,85,2025-11-12 20:41:16,2025-11-12 20:51:49,100,0,633,633,6.33,8923,95441,104364,150.7,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,86,2025-11-12 21:21:50,2025-11-12 21:32:33,100,0,643,643,6.44,8923,92778,101701,144.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,87,2025-11-12 22:02:33,2025-11-12 22:13:54,100,0,681,681,6.82,8923,102395,111318,150.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,88,2025-11-12 22:43:55,2025-11-12 22:54:55,100,0,660,660,6.60,8923,99296,108219,150.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,89,2025-11-12 23:24:56,2025-11-12 23:36:07,100,0,671,671,6.72,8923,100191,109114,149.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,90,2025-11-13 00:06:08,2025-11-13 00:17:10,100,0,662,662,6.63,8923,99687,108610,150.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,91,2025-11-13 00:47:11,2025-11-13 00:57:29,100,0,618,618,6.19,8923,93610,102533,151.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,92,2025-11-13 01:27:30,2025-11-13 01:38:06,100,0,636,636,6.37,8923,94319,103242,148.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,93,2025-11-13 02:08:06,2025-11-13 02:19:25,100,0,679,679,6.80,8923,101163,110086,148.9,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,94,2025-11-13 02:49:26,2025-11-13 02:59:50,100,0,624,624,6.25,8923,93180,102103,149.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,95,2025-11-13 03:29:51,2025-11-13 03:41:48,100,0,717,717,7.18,8923,105078,114001,146.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,96,2025-11-13 04:11:49,2025-11-13 04:22:58,100,0,669,669,6.70,8923,98565,107488,147.1,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,97,2025-11-13 04:52:59,2025-11-13 05:03:19,100,0,620,620,6.20,8923,92867,101790,149.8,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,98,2025-11-13 05:33:19,2025-11-13 05:45:20,100,0,721,721,7.21,8923,109026,117949,151.2,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,99,2025-11-13 06:15:20,2025-11-13 06:25:27,99,1,613,607,6.14,8785,91791,100576,151.0,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,100,2025-11-13 06:55:34,2025-11-13 07:06:17,100,0,643,643,6.43,8923,95596,104519,148.6,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,101,2025-11-13 07:36:17,2025-11-13 07:47:32,100,0,675,675,6.76,8923,100993,109916,149.5,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,102,2025-11-13 08:17:33,2025-11-13 08:29:30,100,0,717,717,7.17,8923,107864,116787,150.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,103,2025-11-13 08:59:30,2025-11-13 09:10:00,100,0,630,630,6.31,8923,92950,101873,147.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,104,2025-11-13 09:40:01,2025-11-13 09:50:53,100,0,652,652,6.53,8923,95472,104395,146.3,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-7b,paid,105,2025-11-13 10:20:53,2025-11-13 10:31:23,100,0,630,630,6.31,8923,94291,103214,149.4,open-mistral-7b_scheduled_paid_2289085.out
open-mistral-nemo,free,1,2025-11-16 21:10:03,2025-11-16 21:29:09,100,0,1146,1146,11.46,8117,163750,171867,142.8,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,2,2025-11-16 21:59:10,2025-11-16 22:17:03,100,0,1073,1073,10.74,8117,159700,167817,148.7,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,3,2025-11-16 22:47:04,2025-11-16 23:06:26,100,0,1162,1162,11.63,8117,179161,187278,154.1,open-mistral-nemo_scheduled2_2306548.out
open-mistral-nemo,free,4,2025-11-16 23:36:27,2025-11-16 23:54:19,100,0,1072,1072,10.73,8117,165866,173983,154.6,open-mistral-nemo_scheduled2_2306548.out
